Symbol	chr	start	end	strand	Unique08	Unique01
chr19+	chr19	7086700	7086725	+	1.0	0.0
chr19+	chr19	7238660	7238685	+	1.0	0.0
chr19+	chr19	7339690	7339715	+	1.0	0.0
chr19+	chr19	7499570	7499595	+	2.0	1.0
chr19+	chr19	7896940	7896965	+	0.0	2.0
chr19+	chr19	8223920	8223945	+	0.0	1.0
chr19+	chr19	8284570	8284595	+	3.0	0.0
chr19+	chr19	8299650	8299675	+	0.0	1.0
chr19+	chr19	8300160	8300185	+	1.0	0.0
chr19+	chr19	8759910	8759935	+	0.0	1.0
chr19+	chr19	8837600	8837625	+	1.0	0.0
chr19+	chr19	8875910	8875935	+	1.0	0.0
chr19+	chr19	9008930	9008955	+	0.0	1.0
chr19+	chr19	9158720	9158745	+	1.0	0.0
chr19+	chr19	9987830	9987855	+	1.0	0.0
chr19+	chr19	10037250	10037275	+	3.0	0.0
chr19+	chr19	10107310	10107335	+	0.0	1.0
chr19+	chr19	10129630	10129655	+	0.0	1.0
chr19+	chr19	10196190	10196215	+	2.0	0.0
chr19+	chr19	10416070	10416095	+	0.0	2.0
chr19+	chr19	10507020	10507045	+	1.0	0.0
chr19+	chr19	10531960	10531985	+	2.0	0.0
chr19+	chr19	10813690	10813715	+	1.0	0.0
chr19+	chr19	11265760	11265785	+	0.0	1.0
chr19+	chr19	11479890	11479915	+	0.0	1.0
chr19+	chr19	11513690	11513715	+	7.0	0.0
chr19+	chr19	12078840	12078865	+	0.0	2.0
chr19+	chr19	12156570	12156595	+	1.0	0.0
chr19+	chr19	12169790	12169815	+	0.0	2.0
chr19+	chr19	12361140	12361165	+	0.0	1.0
chr19+	chr19	12484840	12484865	+	0.0	7.0
chr19+	chr19	12583100	12583125	+	1.0	0.0
chr19+	chr19	12821100	12821125	+	5.0	0.0
chr19+	chr19	12905880	12905905	+	0.0	1.0
chr19+	chr19	13168480	13168505	+	1.0	0.0
chr19+	chr19	13174230	13174255	+	2.0	0.0
chr19+	chr19	13637790	13637815	+	3.0	0.0
chr19+	chr19	13694520	13694545	+	2.0	0.0
chr19+	chr19	13789710	13789735	+	1.0	0.0
chr19+	chr19	14087610	14087635	+	2.0	0.0
chr19+	chr19	14793460	14793485	+	3.0	0.0
chr19+	chr19	14798310	14798335	+	1.0	0.0
chr19+	chr19	14855180	14855205	+	5.0	0.0
chr19+	chr19	14917580	14917605	+	0.0	1.0
chr19+	chr19	14926960	14926985	+	0.0	8.0
chr19+	chr19	14990880	14990905	+	0.0	1.0
chr19+	chr19	15303320	15303345	+	0.0	6.0
chr19+	chr19	15356730	15356755	+	0.0	4.0
chr19+	chr19	15360590	15360615	+	0.0	2.0
chr19+	chr19	15596770	15596795	+	1.0	0.0
chr19+	chr19	15719110	15719135	+	1.0	0.0
chr19+	chr19	15761360	15761385	+	4.0	0.0
chr19+	chr19	16383410	16383435	+	2.0	0.0
chr19+	chr19	16944920	16944945	+	3.0	0.0
chr19+	chr19	17864870	17864895	+	1.0	0.0
chr19+	chr19	18055030	18055055	+	0.0	1.0
chr19+	chr19	18585500	18585525	+	2.0	0.0
chr19+	chr19	19863710	19863735	+	1.0	0.0
chr19+	chr19	20143390	20143415	+	0.0	3.0
chr19+	chr19	20175610	20175635	+	1.0	0.0
chr19+	chr19	20314470	20314495	+	0.0	3.0
chr19+	chr19	20327400	20327425	+	5.0	0.0
chr19+	chr19	20351560	20351585	+	1.0	0.0
chr19+	chr19	20609780	20609805	+	0.0	1.0
chr19+	chr19	20718070	20718095	+	1.0	0.0
chr19+	chr19	20910440	20910465	+	0.0	1.0
chr19+	chr19	21200470	21200495	+	0.0	2.0
chr19+	chr19	21273890	21273915	+	2.0	0.0
chr19+	chr19	21596999	21597024	+	0.0	0.0
chr19+	chr19	21987520	21987545	+	0.0	3.0
chr19+	chr19	22042400	22042425	+	0.0	2.0
chr19+	chr19	22106980	22107005	+	0.0	3.0
chr19+	chr19	22308910	22308935	+	3.0	0.0
chr19+	chr19	22991230	22991255	+	0.0	1.0
chr19+	chr19	23228920	23228945	+	3.0	0.0
chr19+	chr19	23284540	23284565	+	0.0	1.0
chr19+	chr19	23743830	23743855	+	1.0	0.0
chr19+	chr19	24174080	24174105	+	0.0	3.0
chr19+	chr19	24286580	24286605	+	0.0	1.0
chr19+	chr19	24338540	24338565	+	3.0	0.0
chr19+	chr19	24341160	24341185	+	1.0	0.0
chr19+	chr19	24368530	24368555	+	1.0	0.0
chr19+	chr19	27731810	27731835	+	1.0	0.0
chr19+	chr19	27732000	27732025	+	5.0	0.0
chr19+	chr19	27732150	27732175	+	2.0	0.0
chr19+	chr19	27732590	27732615	+	0.0	1.0
chr19+	chr19	27732670	27732695	+	7.0	0.0
chr19+	chr19	27732970	27732995	+	0.0	1.0
chr19+	chr19	27733180	27733205	+	3.0	0.0
chr19+	chr19	27733270	27733295	+	0.0	2.0
chr19+	chr19	27736420	27736445	+	0.0	1.0
chr19+	chr19	27738450	27738475	+	0.0	1.0
chr19+	chr19	27738510	27738535	+	2.0	0.0
chr19+	chr19	27760450	27760475	+	2.0	0.0
chr19+	chr19	27767500	27767525	+	1.0	0.0
chr19+	chr19	28106850	28106875	+	1.0	0.0
chr19+	chr19	28441210	28441235	+	0.0	3.0
chr19+	chr19	28474080	28474105	+	1.0	0.0
chr19+	chr19	28629930	28629955	+	0.0	1.0
chr19+	chr19	28822860	28822885	+	0.0	1.0
chr19+	chr19	28988310	28988335	+	0.0	2.0
chr19+	chr19	29253220	29253245	+	0.0	1.0
chr19+	chr19	29661560	29661585	+	3.0	1.0
chr19+	chr19	29864380	29864405	+	1.0	0.0
chr19+	chr19	30182460	30182485	+	1.0	0.0
chr19+	chr19	30404990	30405015	+	1.0	0.0
chr19+	chr19	30632670	30632695	+	1.0	0.0
chr19+	chr19	30839800	30839825	+	3.0	0.0
chr19+	chr19	31036440	31036465	+	1.0	0.0
chr19+	chr19	31187590	31187615	+	0.0	1.0
chr19+	chr19	31214710	31214735	+	9.0	0.0
chr19+	chr19	31609900	31609925	+	0.0	2.0
chr19+	chr19	32003580	32003605	+	1.0	0.0
chr19+	chr19	32213320	32213345	+	1.0	0.0
chr19+	chr19	32251310	32251335	+	2.0	0.0
chr19+	chr19	32319050	32319075	+	3.0	0.0
chr19+	chr19	32498950	32498975	+	0.0	2.0
chr19+	chr19	32659530	32659555	+	8.0	0.0
chr19+	chr19	33031770	33031795	+	1.0	0.0
chr19+	chr19	33143260	33143285	+	0.0	1.0
chr19+	chr19	33303520	33303545	+	5.0	0.0
chr19+	chr19	33352910	33352935	+	0.0	2.0
chr19+	chr19	33455250	33455275	+	0.0	6.0
chr19+	chr19	33518670	33518695	+	0.0	1.0
chr19+	chr19	33822130	33822155	+	0.0	1.0
chr19+	chr19	33990790	33990815	+	1.0	0.0
chr19+	chr19	34184330	34184355	+	3.0	0.0
chr19+	chr19	34392810	34392835	+	15.0	0.0
chr19+	chr19	34497630	34497655	+	2.0	0.0
chr19+	chr19	34582480	34582505	+	0.0	4.0
chr19+	chr19	34733730	34733755	+	0.0	1.0
chr19+	chr19	35035970	35035995	+	1.0	0.0
chr19+	chr19	35109260	35109285	+	2.0	0.0
chr19+	chr19	35169740	35169765	+	2.0	0.0
chr19+	chr19	35221310	35221335	+	0.0	1.0
chr19+	chr19	35321300	35321325	+	0.0	1.0
chr19+	chr19	35376340	35376365	+	0.0	8.0
chr19+	chr19	36120970	36120995	+	0.0	1.0
chr19+	chr19	36333380	36333405	+	0.0	1.0
chr19+	chr19	36551150	36551175	+	0.0	3.0
chr19+	chr19	36698890	36698915	+	1.0	0.0
chr19+	chr19	36989340	36989365	+	0.0	1.0
chr19+	chr19	37043130	37043155	+	1.0	0.0
chr19+	chr19	37548070	37548095	+	0.0	1.0
chr19+	chr19	37637460	37637485	+	1.0	0.0
chr19+	chr19	37730680	37730705	+	1.0	0.0
chr19+	chr19	37770870	37770895	+	1.0	0.0
chr19+	chr19	37778680	37778705	+	1.0	0.0
chr19+	chr19	37793610	37793635	+	1.0	0.0
chr19+	chr19	38372260	38372285	+	0.0	5.0
chr19+	chr19	38381920	38381945	+	1.0	0.0
chr19+	chr19	38743010	38743035	+	1.0	0.0
chr19+	chr19	38749690	38749715	+	0.0	1.0
chr19+	chr19	38854790	38854815	+	4.0	0.0
chr19+	chr19	39136470	39136495	+	0.0	1.0
chr19+	chr19	39307130	39307155	+	0.0	2.0
chr19+	chr19	39562420	39562445	+	0.0	1.0
chr19+	chr19	39684080	39684105	+	0.0	1.0
chr19+	chr19	40077590	40077615	+	1.0	0.0
chr19+	chr19	40763410	40763435	+	0.0	1.0
chr19+	chr19	40819960	40819985	+	7.0	0.0
chr19+	chr19	40970170	40970195	+	1.0	0.0
chr19+	chr19	41029530	41029555	+	10.0	0.0
chr19+	chr19	41096730	41096755	+	0.0	1.0
chr19+	chr19	41292460	41292485	+	1.0	0.0
chr19+	chr19	41302100	41302125	+	0.0	1.0
chr19+	chr19	41746520	41746545	+	0.0	1.0
chr19+	chr19	41842220	41842245	+	3.0	0.0
chr19+	chr19	41957070	41957095	+	4.0	0.0
chr19+	chr19	41997080	41997105	+	0.0	1.0
chr19+	chr19	42035300	42035325	+	0.0	3.0
chr19+	chr19	42138710	42138735	+	1.0	0.0
chr19+	chr19	42224600	42224625	+	0.0	2.0
chr19+	chr19	42386000	42386025	+	1.0	0.0
chr19+	chr19	42523730	42523755	+	1.0	0.0
chr19+	chr19	42559330	42559355	+	2.0	0.0
chr19+	chr19	42915150	42915175	+	4.0	0.0
chr19+	chr19	43320810	43320835	+	1.0	0.0
chr19+	chr19	43377280	43377305	+	6.0	0.0
chr19+	chr19	43656910	43656935	+	0.0	2.0
chr19+	chr19	43728450	43728475	+	6.0	0.0
chr19+	chr19	43912280	43912305	+	3.0	0.0
chr19+	chr19	43938180	43938205	+	1.0	0.0
chr19+	chr19	44132260	44132285	+	0.0	2.0
chr19+	chr19	44444860	44444885	+	1.0	0.0
chr19+	chr19	44685700	44685725	+	1.0	0.0
chr19+	chr19	45014240	45014265	+	3.0	0.0
chr19+	chr19	45117110	45117135	+	1.0	0.0
chr19+	chr19	45500780	45500805	+	1.0	0.0
chr19+	chr19	45529550	45529575	+	0.0	3.0
chr19+	chr19	45744440	45744465	+	1.0	0.0
chr19+	chr19	45877960	45877985	+	1.0	0.0
chr19+	chr19	46018310	46018335	+	1.0	0.0
chr19+	chr19	46360870	46360895	+	0.0	1.0
chr19+	chr19	46475480	46475505	+	3.0	0.0
chr19+	chr19	46558440	46558465	+	1.0	0.0
chr19+	chr19	47270710	47270735	+	0.0	3.0
chr19+	chr19	47326080	47326105	+	1.0	0.0
chr19+	chr19	47809160	47809185	+	1.0	0.0
chr19+	chr19	47888100	47888125	+	0.0	1.0
chr19+	chr19	48249650	48249675	+	1.0	0.0
chr19+	chr19	48768620	48768645	+	0.0	2.0
chr19+	chr19	49051330	49051355	+	7.0	0.0
chr19+	chr19	49162470	49162495	+	0.0	1.0
chr19+	chr19	49222680	49222705	+	0.0	4.0
chr19+	chr19	49535660	49535685	+	1.0	0.0
chr19+	chr19	49644310	49644335	+	1.0	0.0
chr19+	chr19	49671450	49671475	+	0.0	1.0
chr19+	chr19	49823430	49823455	+	1.0	0.0
chr19+	chr19	49992330	49992355	+	2.0	0.0
chr19+	chr19	50003370	50003395	+	3.0	0.0
chr19+	chr19	50388580	50388605	+	2.0	0.0
chr19+	chr19	50402010	50402035	+	1.0	0.0
chr19+	chr19	50772460	50772485	+	1.0	0.0
chr19+	chr19	50964570	50964595	+	5.0	0.0
chr19+	chr19	50970530	50970555	+	0.0	3.0
chr19+	chr19	51110390	51110415	+	0.0	1.0
chr19+	chr19	51116920	51116945	+	1.0	0.0
chr19+	chr19	51129370	51129395	+	1.0	0.0
chr19+	chr19	51241500	51241525	+	0.0	1.0
chr19+	chr19	51251890	51251915	+	1.0	0.0
chr19+	chr19	51412770	51412795	+	1.0	0.0
chr19+	chr19	51427850	51427875	+	1.0	0.0
chr19+	chr19	51695410	51695435	+	0.0	1.0
chr19+	chr19	51900750	51900775	+	1.0	0.0
chr19+	chr19	52205200	52205225	+	0.0	4.0
chr19+	chr19	52321670	52321695	+	4.0	0.0
chr19+	chr19	52556890	52556915	+	1.0	0.0
chr19+	chr19	52715750	52715775	+	0.0	3.0
chr19+	chr19	52773810	52773835	+	1.0	0.0
chr19+	chr19	52819540	52819565	+	0.0	1.0
chr19+	chr19	53300110	53300135	+	0.0	1.0
chr19+	chr19	53316940	53316965	+	1.0	0.0
chr19+	chr19	53366670	53366695	+	0.0	1.0
chr19+	chr19	53724490	53724515	+	0.0	13.0
chr19+	chr19	53916900	53916925	+	0.0	1.0
chr19+	chr19	54264500	54264525	+	0.0	2.0
chr19+	chr19	54465770	54465795	+	0.0	2.0
chr19+	chr19	54465870	54465895	+	0.0	2.0
chr19+	chr19	54504700	54504725	+	2.0	0.0
chr19+	chr19	55148080	55148105	+	1.0	0.0
chr19+	chr19	55320010	55320035	+	0.0	1.0
chr19+	chr19	55811780	55811805	+	1.0	0.0
chr19+	chr19	55868520	55868545	+	0.0	2.0
chr19+	chr19	56775220	56775245	+	0.0	5.0
chr19+	chr19	57239640	57239665	+	1.0	0.0
chr19+	chr19	57260610	57260635	+	1.0	0.0
chr19+	chr19	57390820	57390845	+	1.0	0.0
chr19+	chr19	57416080	57416105	+	0.0	2.0
chr19+	chr19	57494090	57494115	+	0.0	1.0
chr19+	chr19	57729100	57729125	+	2.0	0.0
chr19+	chr19	57812650	57812675	+	1.0	0.0
chr19+	chr19	57840430	57840455	+	0.0	2.0
chr19+	chr19	57913280	57913305	+	2.0	0.0
chr19+	chr19	57938780	57938805	+	3.0	0.0
chr19+	chr19	58002280	58002305	+	14.0	0.0
chr19+	chr19	58415820	58415845	+	11.0	0.0
chr19+	chr19	59007520	59007545	+	2.0	0.0
chr18+	chr18	107360	107385	+	0.0	1.0
chr18+	chr18	108640	108665	+	0.0	2.0
chr18+	chr18	108850	108875	+	1.0	0.0
chr18+	chr18	108990	109015	+	1.0	0.0
chr18+	chr18	109040	109065	+	1.0	0.0
chr18+	chr18	109120	109145	+	0.0	2.0
chr18+	chr18	109276	109301	+	1.0	0.0
chr18+	chr18	110660	110685	+	2.0	0.0
chr18+	chr18	112410	112435	+	4.0	0.0
chr18+	chr18	737620	737645	+	0.0	1.0
chr18+	chr18	952850	952875	+	1.0	0.0
chr18+	chr18	1189530	1189555	+	3.0	1.0
chr18+	chr18	1903090	1903115	+	1.0	0.0
chr18+	chr18	2721630	2721655	+	0.0	1.0
chr18+	chr18	3589360	3589385	+	1.0	0.0
chr18+	chr18	4023590	4023615	+	2.0	0.0
chr18+	chr18	4151180	4151205	+	0.0	5.0
chr18+	chr18	4449560	4449585	+	2.0	0.0
chr18+	chr18	5172740	5172765	+	1.0	0.0
chr18+	chr18	5285170	5285195	+	2.0	0.0
chr18+	chr18	5399030	5399055	+	1.0	0.0
chr18+	chr18	5433410	5433435	+	3.0	0.0
chr18+	chr18	5622360	5622385	+	1.0	0.0
chr18+	chr18	5868820	5868845	+	5.0	0.0
chr18+	chr18	6004390	6004415	+	2.0	0.0
chr18+	chr18	6233580	6233605	+	0.0	1.0
chr18+	chr18	6527780	6527805	+	1.0	0.0
chr18+	chr18	6887690	6887715	+	1.0	0.0
chr18+	chr18	7023640	7023665	+	1.0	0.0
chr18+	chr18	7333110	7333135	+	3.0	0.0
chr18+	chr18	7490510	7490535	+	0.0	3.0
chr18+	chr18	7500620	7500645	+	2.0	0.0
chr18+	chr18	8120610	8120635	+	2.0	0.0
chr18+	chr18	8678380	8678405	+	1.0	0.0
chr18+	chr18	8706900	8706925	+	2.0	0.0
chr18+	chr18	8804560	8804585	+	1.0	0.0
chr18+	chr18	9359010	9359035	+	0.0	5.0
chr18+	chr18	9689270	9689295	+	0.0	3.0
chr18+	chr18	10457870	10457895	+	1.0	0.0
chr18+	chr18	10505280	10505305	+	0.0	2.0
chr18+	chr18	10885570	10885595	+	2.0	0.0
chr18+	chr18	10934220	10934245	+	0.0	3.0
chr18+	chr18	11109470	11109495	+	0.0	1.0
chr18+	chr18	11517070	11517095	+	2.0	0.0
chr18+	chr18	11587890	11587915	+	3.0	0.0
chr18+	chr18	11716830	11716855	+	1.0	0.0
chr18+	chr18	11772390	11772415	+	2.0	0.0
chr18+	chr18	11850330	11850355	+	0.0	1.0
chr18+	chr18	12561970	12561995	+	3.0	0.0
chr18+	chr18	12605880	12605905	+	2.0	0.0
chr18+	chr18	12606030	12606055	+	0.0	2.0
chr18+	chr18	12623550	12623575	+	1.0	1.0
chr18+	chr18	12764910	12764935	+	0.0	2.0
chr18+	chr18	13062380	13062405	+	2.0	0.0
chr18+	chr18	13924110	13924135	+	1.0	0.0
chr18+	chr18	14100830	14100855	+	1.0	0.0
chr18+	chr18	14169910	14169935	+	1.0	0.0
chr18+	chr18	14797840	14797865	+	1.0	0.0
chr18+	chr18	14970350	14970375	+	1.0	0.0
chr18+	chr18	15166510	15166535	+	1.0	0.0
chr18+	chr18	18511640	18511665	+	4.0	0.0
chr18+	chr18	18511730	18511755	+	0.0	1.0
chr18+	chr18	18514130	18514155	+	1.0	1.0
chr18+	chr18	18514280	18514305	+	2.0	0.0
chr18+	chr18	18517049	18517074	+	0.0	0.0
chr18+	chr18	18517530	18517555	+	5.0	0.0
chr18+	chr18	18518920	18518945	+	1.0	0.0
chr18+	chr18	18519570	18519595	+	0.0	4.0
chr18+	chr18	18519640	18519665	+	3.0	1.0
chr18+	chr18	18519860	18519885	+	0.0	1.0
chr18+	chr18	18519950	18519975	+	0.0	1.0
chr18+	chr18	18520010	18520035	+	1.0	0.0
chr18+	chr18	18861690	18861715	+	2.0	1.0
chr18+	chr18	19022970	19022995	+	2.0	0.0
chr18+	chr18	19205360	19205385	+	0.0	1.0
chr18+	chr18	19514260	19514285	+	0.0	3.0
chr18+	chr18	19683610	19683635	+	2.0	0.0
chr18+	chr18	19852120	19852145	+	2.0	0.0
chr18+	chr18	20145520	20145545	+	0.0	1.0
chr18+	chr18	20164730	20164755	+	0.0	4.0
chr18+	chr18	20315440	20315465	+	0.0	4.0
chr18+	chr18	20532720	20532745	+	0.0	2.0
chr18+	chr18	20542340	20542365	+	1.0	0.0
chr18+	chr18	20657060	20657085	+	0.0	1.0
chr18+	chr18	20739550	20739575	+	1.0	0.0
chr18+	chr18	21115920	21115945	+	4.0	0.0
chr18+	chr18	21194680	21194705	+	5.0	0.0
chr18+	chr18	21294190	21294215	+	1.0	0.0
chr18+	chr18	21622960	21622985	+	0.0	7.0
chr18+	chr18	21641620	21641645	+	0.0	2.0
chr18+	chr18	22033270	22033295	+	3.0	1.0
chr18+	chr18	22366550	22366575	+	2.0	0.0
chr18+	chr18	22405350	22405375	+	3.0	0.0
chr18+	chr18	22842670	22842695	+	3.0	0.0
chr18+	chr18	22908200	22908225	+	1.0	0.0
chr18+	chr18	23064570	23064595	+	0.0	1.0
chr18+	chr18	23298600	23298625	+	0.0	1.0
chr18+	chr18	23607520	23607545	+	0.0	1.0
chr18+	chr18	23909550	23909575	+	4.0	0.0
chr18+	chr18	24023050	24023075	+	0.0	3.0
chr18+	chr18	24386220	24386245	+	0.0	7.0
chr18+	chr18	24700830	24700855	+	0.0	2.0
chr18+	chr18	24950300	24950325	+	0.0	3.0
chr18+	chr18	25311980	25312005	+	0.0	2.0
chr18+	chr18	25327690	25327715	+	5.0	0.0
chr18+	chr18	25346170	25346195	+	0.0	1.0
chr18+	chr18	26115270	26115295	+	1.0	0.0
chr18+	chr18	26298030	26298055	+	0.0	2.0
chr18+	chr18	26801190	26801215	+	1.0	0.0
chr18+	chr18	26841710	26841735	+	0.0	1.0
chr18+	chr18	26851670	26851695	+	3.0	0.0
chr18+	chr18	27304030	27304055	+	2.0	0.0
chr18+	chr18	27429680	27429705	+	0.0	1.0
chr18+	chr18	27456380	27456405	+	4.0	0.0
chr18+	chr18	27751680	27751705	+	1.0	0.0
chr18+	chr18	28340180	28340205	+	1.0	0.0
chr18+	chr18	28394900	28394925	+	0.0	11.0
chr18+	chr18	28495650	28495675	+	1.0	0.0
chr18+	chr18	28539930	28539955	+	1.0	0.0
chr18+	chr18	28734350	28734375	+	0.0	1.0
chr18+	chr18	28772320	28772345	+	11.0	0.0
chr18+	chr18	28827010	28827035	+	1.0	0.0
chr18+	chr18	29115360	29115385	+	1.0	0.0
chr18+	chr18	29668170	29668195	+	5.0	0.0
chr18+	chr18	29768650	29768675	+	1.0	0.0
chr18+	chr18	29913230	29913255	+	0.0	6.0
chr18+	chr18	30107880	30107905	+	0.0	1.0
chr18+	chr18	30165010	30165035	+	8.0	0.0
chr18+	chr18	30394760	30394785	+	0.0	1.0
chr18+	chr18	30413410	30413435	+	0.0	7.0
chr18+	chr18	30456650	30456675	+	0.0	1.0
chr18+	chr18	30586800	30586825	+	0.0	1.0
chr18+	chr18	30612350	30612375	+	0.0	1.0
chr18+	chr18	30647450	30647475	+	2.0	0.0
chr18+	chr18	30700310	30700335	+	6.0	0.0
chr18+	chr18	30980610	30980635	+	0.0	1.0
chr18+	chr18	31178260	31178285	+	0.0	2.0
chr18+	chr18	31368430	31368455	+	10.0	0.0
chr18+	chr18	31382620	31382645	+	0.0	2.0
chr18+	chr18	31444190	31444215	+	2.0	0.0
chr18+	chr18	31453890	31453915	+	0.0	7.0
chr18+	chr18	31464280	31464305	+	5.0	0.0
chr18+	chr18	31514510	31514535	+	9.0	0.0
chr18+	chr18	31570700	31570725	+	1.0	0.0
chr18+	chr18	31937050	31937075	+	3.0	0.0
chr18+	chr18	32216300	32216325	+	0.0	4.0
chr18+	chr18	32798550	32798575	+	6.0	0.0
chr18+	chr18	33402760	33402785	+	1.0	0.0
chr18+	chr18	33510550	33510575	+	0.0	2.0
chr18+	chr18	33782410	33782435	+	5.0	0.0
chr18+	chr18	33878950	33878975	+	1.0	0.0
chr18+	chr18	33966820	33966845	+	0.0	1.0
chr18+	chr18	34011390	34011415	+	0.0	3.0
chr18+	chr18	34084540	34084565	+	0.0	4.0
chr18+	chr18	34323530	34323555	+	0.0	2.0
chr18+	chr18	34420180	34420205	+	1.0	0.0
chr18+	chr18	34995790	34995815	+	4.0	0.0
chr18+	chr18	35106150	35106175	+	0.0	1.0
chr18+	chr18	35352890	35352915	+	3.0	0.0
chr18+	chr18	35643750	35643775	+	0.0	2.0
chr18+	chr18	35652270	35652295	+	0.0	2.0
chr18+	chr18	35698450	35698475	+	1.0	0.0
chr18+	chr18	35734500	35734525	+	1.0	0.0
chr18+	chr18	35871040	35871065	+	6.0	0.0
chr18+	chr18	36039180	36039205	+	7.0	0.0
chr18+	chr18	36146880	36146905	+	6.0	0.0
chr18+	chr18	36206230	36206255	+	1.0	0.0
chr18+	chr18	36354840	36354865	+	2.0	0.0
chr18+	chr18	36443940	36443965	+	4.0	0.0
chr18+	chr18	36598180	36598205	+	2.0	0.0
chr18+	chr18	36932810	36932835	+	6.0	0.0
chr18+	chr18	36972460	36972485	+	0.0	1.0
chr18+	chr18	37029580	37029605	+	0.0	9.0
chr18+	chr18	37150610	37150635	+	1.0	0.0
chr18+	chr18	37313910	37313935	+	0.0	1.0
chr18+	chr18	37620820	37620845	+	0.0	4.0
chr18+	chr18	37730280	37730305	+	0.0	5.0
chr18+	chr18	38053380	38053405	+	1.0	0.0
chr18+	chr18	38588170	38588195	+	5.0	0.0
chr18+	chr18	38785010	38785035	+	0.0	4.0
chr18+	chr18	39220610	39220635	+	0.0	1.0
chr18+	chr18	40171960	40171985	+	1.0	0.0
chr18+	chr18	40237340	40237365	+	0.0	1.0
chr18+	chr18	41316070	41316095	+	1.0	0.0
chr18+	chr18	41495960	41495985	+	0.0	4.0
chr18+	chr18	41669210	41669235	+	5.0	0.0
chr18+	chr18	41680030	41680055	+	4.0	0.0
chr18+	chr18	41737990	41738015	+	0.0	2.0
chr18+	chr18	42010270	42010295	+	1.0	0.0
chr18+	chr18	42033890	42033915	+	0.0	2.0
chr18+	chr18	42540370	42540395	+	4.0	1.0
chr18+	chr18	42980860	42980885	+	1.0	0.0
chr18+	chr18	43374240	43374265	+	1.0	0.0
chr18+	chr18	43620050	43620075	+	0.0	2.0
chr18+	chr18	44388930	44388955	+	3.0	0.0
chr18+	chr18	44516810	44516835	+	2.0	0.0
chr18+	chr18	45589530	45589555	+	0.0	3.0
chr18+	chr18	45948280	45948305	+	2.0	0.0
chr18+	chr18	46071560	46071585	+	2.0	0.0
chr18+	chr18	47025020	47025045	+	0.0	1.0
chr18+	chr18	47251830	47251855	+	0.0	1.0
chr18+	chr18	47895120	47895145	+	0.0	1.0
chr18+	chr18	48240220	48240245	+	0.0	1.0
chr18+	chr18	48375100	48375125	+	7.0	0.0
chr18+	chr18	49010250	49010275	+	1.0	0.0
chr18+	chr18	49113830	49113855	+	7.0	0.0
chr18+	chr18	49724160	49724185	+	1.0	0.0
chr18+	chr18	50065160	50065185	+	1.0	0.0
chr18+	chr18	50235100	50235125	+	1.0	0.0
chr18+	chr18	50501300	50501325	+	0.0	4.0
chr18+	chr18	50655760	50655785	+	0.0	3.0
chr18+	chr18	51296240	51296265	+	3.0	0.0
chr18+	chr18	51711720	51711745	+	1.0	0.0
chr18+	chr18	51761640	51761665	+	0.0	6.0
chr18+	chr18	51793710	51793735	+	0.0	1.0
chr18+	chr18	52017480	52017505	+	0.0	1.0
chr18+	chr18	52224100	52224125	+	0.0	1.0
chr18+	chr18	52311810	52311835	+	0.0	1.0
chr18+	chr18	52866340	52866365	+	0.0	2.0
chr18+	chr18	52919230	52919255	+	2.0	0.0
chr18+	chr18	53182597	53182622	+	2.0	0.0
chr18+	chr18	53678430	53678455	+	4.0	1.0
chr18+	chr18	53867760	53867785	+	0.0	4.0
chr18+	chr18	53927670	53927695	+	0.0	5.0
chr18+	chr18	54347750	54347775	+	1.0	0.0
chr18+	chr18	54452740	54452765	+	0.0	6.0
chr18+	chr18	54784540	54784565	+	0.0	2.0
chr18+	chr18	55100520	55100545	+	0.0	1.0
chr18+	chr18	55745640	55745665	+	7.0	0.0
chr18+	chr18	55943040	55943065	+	1.0	0.0
chr18+	chr18	56339720	56339745	+	0.0	3.0
chr18+	chr18	56370930	56370955	+	0.0	2.0
chr18+	chr18	56537170	56537195	+	0.0	1.0
chr18+	chr18	56603370	56603395	+	8.0	0.0
chr18+	chr18	56775170	56775195	+	1.0	0.0
chr18+	chr18	56892470	56892495	+	1.0	0.0
chr18+	chr18	57007380	57007405	+	3.0	0.0
chr18+	chr18	57482540	57482565	+	0.0	1.0
chr18+	chr18	57841490	57841515	+	2.0	0.0
chr18+	chr18	58010370	58010395	+	0.0	1.0
chr18+	chr18	58151980	58152005	+	13.0	0.0
chr18+	chr18	58558690	58558715	+	0.0	1.0
chr18+	chr18	58682600	58682625	+	0.0	2.0
chr18+	chr18	58862790	58862815	+	1.0	0.0
chr18+	chr18	59010700	59010725	+	0.0	4.0
chr18+	chr18	59163100	59163125	+	0.0	3.0
chr18+	chr18	60541880	60541905	+	0.0	1.0
chr18+	chr18	60564980	60565005	+	1.0	0.0
chr18+	chr18	60845720	60845745	+	2.0	0.0
chr18+	chr18	61291750	61291775	+	4.0	0.0
chr18+	chr18	61761980	61762005	+	1.0	0.0
chr18+	chr18	62147770	62147795	+	0.0	1.0
chr18+	chr18	62162070	62162095	+	1.0	0.0
chr18+	chr18	62402060	62402085	+	1.0	0.0
chr18+	chr18	62580180	62580205	+	0.0	4.0
chr18+	chr18	62926740	62926765	+	0.0	1.0
chr18+	chr18	63596740	63596765	+	0.0	1.0
chr18+	chr18	63757880	63757905	+	0.0	2.0
chr18+	chr18	63955780	63955805	+	0.0	3.0
chr18+	chr18	65288670	65288695	+	0.0	1.0
